mav1,rms1,zc1,wl1,ssc1,mav_slope1,ar_coeff1,psd1,mav2,rms2,zc2,wl2,ssc2,mav_slope2,ar_coeff2,psd2,label
2.764,5.01776842829559,0.328,3598,0.3835,3.6016016016016,0.206103931142916,0.1796875,20.807,46.7940915073688,0.412,26563,0.427,26.5895895895896,0.166427101006067,0.21484375,left
4.015,7.12102520708922,0.392,5265,0.4475,5.27027027027027,0.204348569529691,0.19140625,18.563,39.4161007711316,0.415,24110,0.434,24.1341341341341,0.160220541442239,0.26171875,left
4.454,7.3589401410801,0.402,5942,0.458,5.94794794794795,0.160810892246493,0.265625,22.8,53.6943386214971,0.409,29339,0.424,29.3683683683684,0.174573000367785,0.21875,left
5.257,8.97557797581861,0.3875,6853,0.439,6.85985985985986,0.189470628348845,0.25,20.013,44.0321587024756,0.404,25940,0.424,25.965965965966,0.200184378606572,0.1875,left
1.44,3.28542234727896,0.2315,1951,0.2795,1.95295295295295,0.198728570609749,0.21484375,19.035,42.7369044269704,0.358,23249,0.4095,23.2722722722723,0.256464733654795,0.21484375,left
1.807,4.30313838959427,0.2315,2410,0.2785,2.41241241241241,0.198088308002786,0.16796875,21.572,53.3905047737891,0.36,26711,0.415,26.7377377377377,0.252964296704505,0.19921875,left
2.217,5.62396657173565,0.2055,2903,0.2465,2.90590590590591,0.231311909202453,0.203125,24.53,57.3588354135612,0.3815,31233,0.4415,31.2642642642643,0.215898190633462,0.23046875,left
1.849,4.8640518089346,0.197,2392,0.2465,2.39439439439439,0.216055367274666,0.2109375,22.821,56.9657879783998,0.375,28099,0.436,28.1271271271271,0.270395927864977,0.16015625,left
2.319,6.40382698079828,0.181,2852,0.2265,2.85485485485485,0.301933568512113,0.1640625,19.458,47.801359813294,0.381,23670,0.437,23.6936936936937,0.227980420508762,0.23828125,left
1.272,3.38850999703409,0.195,1688,0.249,1.68968968968969,0.233569903268627,0.1640625,17.551,43.0563700281387,0.3805,21589,0.429,21.6106106106106,0.241094846256399,0.1953125,left
1.729,4.48029016917431,0.217,2194,0.2645,2.1961961961962,0.267523502555188,0.16796875,22.599,55.9239394177485,0.3785,27280,0.442,27.3073073073073,0.232871014281597,0.25,left
2.196,5.75204311527652,0.2145,2837,0.2695,2.83983983983984,0.231274337916397,0.18359375,22.042,54.8892156985323,0.375,27245,0.43,27.2722722722723,0.249725751973286,0.2265625,left
2.578,7.24955171027837,0.2035,3329,0.247,3.33233233233233,0.24819613836817,0.19921875,21.799,51.6441961889233,0.369,27367,0.413,27.3943943943944,0.216002253022185,0.23046875,left
1.629,3.97479559222861,0.2165,2153,0.263,2.15515515515515,0.213809438607287,0.25,21.297,50.2829891712893,0.3715,26040,0.4255,26.0660660660661,0.255834901308754,0.2265625,left
1.839,4.35694847341577,0.223,2487,0.261,2.48948948948949,0.166094246145606,0.2265625,23.71,54.7016087514801,0.3685,29100,0.4185,29.1291291291291,0.202988389156285,0.23828125,left
12.205,26.4908852249222,0.3215,15528,0.366,15.5435435435435,0.133966103174318,0.2265625,14.9,26.7165117483552,0.399,18407,0.4455,18.4254254254254,0.215907327289062,0.16015625,right
16.083,30.2495454511303,0.3945,20850,0.4405,20.8708708708709,0.185920784620109,0.2421875,16.744,27.6498101259303,0.41,20386,0.4365,20.4064064064064,0.244367477522936,0.203125,right
15.139,25.9223648612545,0.421,19727,0.463,19.7467467467467,0.179552192617547,0.1640625,17.415,27.6216400671647,0.415,21279,0.44,21.3003003003003,0.251806132660003,0.17578125,right
13.295,22.0824138173344,0.42,17035,0.465,17.0520520520521,0.211045663486032,0.234375,15.634,26.7259798697821,0.402,19132,0.434,19.1511511511512,0.261942698469028,0.19140625,right
12.611,29.3525978407363,0.294,16060,0.3455,16.0760760760761,0.168319834001094,0.234375,15.111,26.3852041871955,0.396,18499,0.44,18.5175175175175,0.236362421109899,0.19140625,right
9.133,22.3949771154159,0.317,11786,0.375,11.7977977977978,0.220319604765076,0.17578125,12.274,20.641802246897,0.398,15479,0.4295,15.4944944944945,0.196341432597826,0.20703125,right
13.673,23.3522375801549,0.427,17356,0.458,17.3733733733734,0.182722851917505,0.21484375,12.61,20.3868585122868,0.386,14974,0.426,14.988988988989,0.250724890050832,0.21875,right
10.852,26.5892459464348,0.3555,14527,0.4045,14.5415415415415,0.156040588111616,0.234375,14.423,28.7389109049038,0.4,18199,0.437,18.2172172172172,0.180339026242502,0.16796875,right
12.434,22.6369609267675,0.402,15607,0.441,15.6226226226226,0.24800280702169,0.1953125,15.155,25.6851124194542,0.394,18682,0.443,18.7007007007007,0.248382709126563,0.2109375,right
9.13,23.1769281830013,0.2675,12198,0.328,12.2102102102102,0.183669982946589,0.19921875,12.026,19.3400103412589,0.41,15072,0.4555,15.0870870870871,0.22856415521354,0.22265625,right
10.712,24.0039163471297,0.3,13090,0.3555,13.1031031031031,0.298321457662589,0.171875,12.636,19.1604801609981,0.389,15282,0.4285,15.2972972972973,0.251043678723344,0.171875,right
9.264,23.1203806197043,0.286,12258,0.3435,12.2702702702703,0.170712294076111,0.23046875,13.649,23.9664974495649,0.4145,17130,0.4585,17.1471471471471,0.251029049532587,0.16796875,right
12.865,24.7221560548428,0.401,16425,0.453,16.4414414414414,0.251197237358611,0.17578125,15.863,25.9078945497314,0.401,19580,0.442,19.5995995995996,0.246636608044728,0.16015625,right
13.744,28.9270115981586,0.399,17648,0.4415,17.6656656656657,0.152133643700973,0.265625,13.485,22.229147532013,0.387,16332,0.432,16.3483483483484,0.261400220395509,0.1796875,right
13.117,27.1723572772036,0.316,16656,0.373,16.6726726726727,0.225344791759907,0.19921875,15.697,25.4806004638823,0.409,19807,0.445,19.8268268268268,0.22445299229286,0.23046875,right
12.321,22.5856813047559,0.399,16131,0.434,16.1471471471471,0.146708000066,0.21875,14.21,22.8553276064904,0.3915,17131,0.43,17.1481481481481,0.266817354494898,0.1640625,right
10.757,27.2228396755372,0.2765,14765,0.3355,14.7797797797798,0.107685613155138,0.2421875,12.76,22.3935705058394,0.406,16611,0.444,16.6276276276276,0.180262226687237,0.2578125,right
13.128,25.994422478678,0.376,16734,0.4305,16.7507507507508,0.182530923830719,0.19921875,17.261,28.0334978195729,0.4,20872,0.428,20.8928928928929,0.236354669749585,0.21484375,right
14.974,29.2807445260533,0.4175,20069,0.4615,20.0890890890891,0.184221877519955,0.1640625,16.8,28.5203436164433,0.404,20289,0.435,20.3093093093093,0.246559588563718,0.18359375,right
11.695,26.4620671906032,0.387,14934,0.447,14.948948948949,0.218906551377101,0.203125,15.099,24.7348135226446,0.392,17912,0.417,17.9299299299299,0.268046624075541,0.1875,right
10.571,22.2966589425411,0.359,13702,0.398,13.7157157157157,0.221089502086183,0.16015625,13.463,23.0159292664885,0.412,16641,0.4445,16.6576576576577,0.280004478366656,0.20703125,right
11.77,23.1893510042864,0.375,14766,0.409,14.7807807807808,0.23575702836073,0.20703125,14.184,21.7578031979334,0.401,17153,0.439,17.1701701701702,0.257246317065032,0.19921875,right
14.84,29.7175369100469,0.3875,19129,0.4335,19.1481481481482,0.242724059587953,0.17578125,15.298,22.8101731690051,0.408,18865,0.4375,18.8838838838839,0.265057410419185,0.16796875,right
11.996,23.8912536297282,0.3705,15512,0.412,15.5275275275275,0.183695628064276,0.2578125,13.119,21.4543002682446,0.397,15912,0.427,15.9279279279279,0.246802028567351,0.18359375,right
13.943,26.9921284822076,0.3745,18336,0.4275,18.3543543543544,0.159980877238989,0.26953125,14.927,24.2481545689564,0.407,17734,0.436,17.7517517517518,0.282322134478767,0.171875,right
18.985,33.6781680024315,0.3985,23931,0.4335,23.954954954955,0.234443056426343,0.1796875,14.985,23.109586755284,0.404,18572,0.436,18.5905905905906,0.225535480589109,0.1640625,right
12.248,22.9671939949137,0.4115,16011,0.453,16.027027027027,0.169608160004157,0.25390625,13.534,22.0696624351167,0.404,16604,0.4435,16.6206206206206,0.242896978279187,0.15625,right
12.449,23.1892000724475,0.3835,15705,0.4395,15.7207207207207,0.19141054999479,0.18359375,10.421,18.1085891222922,0.394,12626,0.4275,12.6386386386386,0.238583085414271,0.16796875,right
15.764,29.3272569463971,0.412,20908,0.447,20.9289289289289,0.138401626744167,0.22265625,11.839,18.8139044326264,0.376,13784,0.408,13.7977977977978,0.305645604605934,0.171875,right
13.884,31.98718493397,0.321,17864,0.372,17.8818818818819,0.191797936271285,0.16015625,11.589,18.2434371761464,0.418,14679,0.4405,14.6936936936937,0.201649074958943,0.23828125,right
13.441,28.5202208967602,0.329,17398,0.3775,17.4154154154154,0.211350330518879,0.26171875,10.946,17.3547111759315,0.397,13782,0.443,13.7957957957958,0.205549946675087,0.16796875,right
14.915,32.4265786045953,0.3415,19033,0.394,19.0520520520521,0.12581957001967,0.25390625,10.908,18.0305851263901,0.41,13865,0.445,13.8788788788789,0.205987329363939,0.2109375,right
15.336,31.4765627094192,0.41,19744,0.458,19.7637637637638,0.190965523986572,0.20703125,10.886,16.0388902359234,0.401,13181,0.426,13.1941941941942,0.269101547305659,0.1640625,right
12.58,25.2845011815539,0.345,15710,0.405,15.7257257257257,0.229345007248167,0.203125,9.694,14.7125796514411,0.4,11601,0.436,11.6126126126126,0.269415160529727,0.16015625,right
11.372,24.0459144138874,0.341,14112,0.394,14.1261261261261,0.178890592570802,0.2734375,11.037,15.8378344479288,0.3935,13252,0.4325,13.2652652652653,0.279608681748423,0.16015625,right
13.843,24.1939455236222,0.421,17876,0.463,17.8938938938939,0.114700872712455,0.24609375,11.119,16.0764734938978,0.4035,14079,0.446,14.0930930930931,0.22484792669525,0.17578125,right
11.699,26.5675177613566,0.2945,14935,0.351,14.94994994995,0.158207394891378,0.2578125,10.241,16.3411443907702,0.3955,12554,0.4295,12.5665665665666,0.253603059144132,0.1953125,right
13.778,28.4256574242356,0.335,18230,0.381,18.2482482482483,0.151273141043992,0.22265625,11.635,18.4978647416398,0.3795,14188,0.422,14.2022022022022,0.254688052707381,0.16796875,right
14.723,29.1410878314451,0.344,18048,0.3955,18.0660660660661,0.27590965053441,0.1796875,11.722,17.0257452112969,0.401,14054,0.433,14.0680680680681,0.245388406567961,0.17578125,right
11.331,25.1971625386669,0.2905,14151,0.3445,14.1651651651652,0.205137204683715,0.20703125,9.467,15.5744341791283,0.399,11716,0.435,11.7277277277277,0.251749038712016,0.1640625,right
14.33,29.9479882462913,0.318,18376,0.371,18.3943943943944,0.197835009003895,0.21875,8.729,13.1799468891191,0.4065,10942,0.449,10.952952952953,0.205997621344156,0.2421875,right
14.162,27.3124879862674,0.329,18194,0.377,18.2122122122122,0.173730896852075,0.21484375,9.539,15.7583945882821,0.394,12201,0.435,12.2132132132132,0.208632237536899,0.17578125,right
12.83,28.777108958337,0.323,16462,0.38,16.4784784784785,0.258406283212787,0.16796875,9.755,14.4118354139922,0.4005,12032,0.4315,12.044044044044,0.278488474024439,0.18359375,right
17.527,33.8063751384262,0.383,22952,0.424,22.974974974975,0.147413293225686,0.25,11.728,16.4700941102351,0.409,14782,0.4435,14.7967967967968,0.232578255360405,0.19140625,right
10.152,19.0122066052313,0.348,12870,0.394,12.8828828828829,0.175491829534786,0.22265625,11.908,17.3788377056695,0.403,14319,0.426,14.3333333333333,0.261706095344198,0.17578125,right
16.519,34.3759945310678,0.353,20976,0.398,20.996996996997,0.188427924037815,0.1953125,12.279,17.6610022365663,0.419,15325,0.448,15.3403403403403,0.222413268605818,0.1796875,right
15.504,29.3477085987986,0.342,19456,0.3845,19.4754754754755,0.233338790798578,0.16796875,12.713,18.3639592680881,0.417,15774,0.446,15.7897897897898,0.236325137021559,0.16796875,right
13.233,29.3150302745878,0.3175,17082,0.362,17.0990990990991,0.209866257561607,0.16796875,11.197,18.1338633500972,0.4,13723,0.4435,13.7367367367367,0.244290635236831,0.1953125,right
13.054,23.561918427836,0.3885,16911,0.4275,16.9279279279279,0.184121821555664,0.2109375,10.385,14.3263742796285,0.41,12683,0.4345,12.6956956956957,0.268191804186387,0.1953125,right
18.395,32.8922635280699,0.445,24044,0.4835,24.0680680680681,0.160762648882324,0.2265625,9.914,14.0818322671448,0.406,12297,0.444,12.3093093093093,0.246901093431757,0.16796875,right
14.378,25.3735295140428,0.417,17903,0.463,17.9209209209209,0.192446999980035,0.23046875,12.148,17.5207876535275,0.393,14844,0.427,14.8588588588589,0.246847683419026,0.2265625,right
15.021,25.9477359320616,0.433,19908,0.468,19.9279279279279,0.167403005402074,0.1796875,12.346,17.6258333136337,0.3985,15000,0.437,15.015015015015,0.282689981229178,0.16015625,right
11.249,26.2145951713926,0.391,15035,0.451,15.0500500500501,0.140755490969724,0.203125,6.637,10.8442150476648,0.388,8128,0.4275,8.13613613613614,0.293815633144047,0.171875,right
17.816,34.4373053533519,0.408,21986,0.4425,22.008008008008,0.250497227954533,0.20703125,13.16,19.1806673502253,0.4055,16054,0.436,16.0700700700701,0.270042036498929,0.171875,right
13.745,29.1056180143971,0.378,18846,0.407,18.8648648648649,0.0861371880642946,0.21484375,12.4,17.5737872981324,0.385,14695,0.421,14.7097097097097,0.280644513229826,0.17578125,right
15.948,27.6617786846761,0.359,20704,0.392,20.7247247247247,0.176614651668908,0.27734375,12.095,17.2593452946512,0.413,15233,0.443,15.2482482482482,0.224082148732236,0.1875,right
16.17,29.3084629416147,0.349,21394,0.393,21.4154154154154,0.147399962577389,0.21875,12.707,18.9391393679861,0.399,15757,0.443,15.7727727727728,0.214690202057331,0.20703125,right
15.57,27.7939201984895,0.3525,19717,0.4025,19.7367367367367,0.170294326639476,0.18359375,10.676,15.4769506040434,0.4225,13558,0.451,13.5715715715716,0.229103087060151,0.2265625,right
12.495,25.8780022412859,0.351,15496,0.396,15.5115115115115,0.233818347608826,0.234375,10.302,15.0024664638852,0.402,12770,0.428,12.7827827827828,0.229244274325899,0.18359375,right
15.727,30.7228416654449,0.3335,21022,0.3815,21.043043043043,0.131845301120258,0.20703125,11.671,16.3689034452525,0.419,14904,0.448,14.9189189189189,0.223396364696539,0.1875,right
11.182,27.544327909753,0.271,14224,0.315,14.2382382382382,0.220357458250405,0.22265625,8.393,13.342301150851,0.394,10264,0.422,10.2742742742743,0.230460053054936,0.16015625,right
14.074,26.190952636359,0.3485,18321,0.3975,18.3393393393393,0.175647430365102,0.19140625,10.784,15.6715666096278,0.4065,13499,0.437,13.5125125125125,0.243263610514913,0.1875,right
12.655,25.965380798286,0.309,16738,0.365,16.7547547547548,0.200872332228656,0.18359375,10.053,15.4374544533741,0.4155,12790,0.454,12.8028028028028,0.215131501737739,0.18359375,right
18.003,39.4562669293485,0.3845,23305,0.4425,23.3283283283283,0.155488576934018,0.203125,10.871,15.8846781522321,0.396,13130,0.433,13.1431431431431,0.258091683281391,0.2109375,right
11.501,26.1648428239116,0.316,15238,0.3685,15.2532532532533,0.219829006581003,0.203125,10.836,16.2162264414382,0.409,13398,0.452,13.4114114114114,0.242249509354875,0.1796875,right
14.39,32.3177041263763,0.3655,17733,0.4225,17.7507507507508,0.271629037349328,0.16796875,10.914,16.0891889167851,0.401,13345,0.432,13.3583583583584,0.260800183330271,0.1953125,right
13.039,24.9596674657336,0.36,16952,0.4035,16.968968968969,0.151096803309843,0.265625,10.887,15.7041077428805,0.395,13073,0.425,13.0860860860861,0.281932557124377,0.1640625,right
9.726,24.3569702549393,0.227,11980,0.269,11.991991991992,0.255403763979944,0.171875,8.601,15.8487538942341,0.378,10514,0.4245,10.5245245245245,0.27347162447859,0.16796875,right
11.109,29.7003535332494,0.212,14038,0.246,14.0520520520521,0.202424532769925,0.1953125,8.222,16.139021035986,0.35,9974,0.398,9.98398398398398,0.258800513395275,0.1796875,right
11.49,24.1480848101873,0.3505,14270,0.4015,14.2842842842843,0.229018390268118,0.22265625,9.936,16.7837421333861,0.3875,12048,0.432,12.0600600600601,0.280789766823346,0.16796875,right
8.62,20.6921724330724,0.2345,10455,0.2725,10.4654654654655,0.256232263111805,0.19140625,8.998,16.2504153793065,0.393,11072,0.438,11.0830830830831,0.264254161967204,0.18359375,right
9.259,20.2119519096994,0.2785,11626,0.3245,11.6376376376376,0.226065971897053,0.17578125,10.514,17.9449157144858,0.391,12713,0.4335,12.7257257257257,0.254099231255304,0.20703125,right
11.113,25.1371637222659,0.3005,13231,0.3485,13.2442442442442,0.317558925214647,0.1875,11.137,16.7569388612598,0.3935,13777,0.4385,13.7907907907908,0.26157537111923,0.171875,right
9.883,21.7087770268157,0.249,12220,0.289,12.2322322322322,0.255317528419319,0.1796875,9.053,13.9367499798195,0.4035,11355,0.443,11.3663663663664,0.226876391881578,0.1640625,right
10.569,22.1095680645281,0.261,13442,0.302,13.4554554554555,0.206146341650408,0.21875,11.624,18.2946440249599,0.386,13954,0.422,13.967967967968,0.278335806249194,0.171875,right
9.69,20.3112776555292,0.2755,12133,0.3215,12.1451451451451,0.246412719038871,0.22265625,10.271,16.1606621151486,0.394,12353,0.435,12.3653653653654,0.264622280283984,0.1875,right
6.946,17.058429001523,0.1905,8586,0.234,8.5945945945946,0.254465806463748,0.1796875,10.767,22.5655268052842,0.377,12282,0.4305,12.2942942942943,0.333846083214606,0.16796875,stop
6.983,20.0219629407309,0.217,8430,0.2605,8.43843843843844,0.266844566063773,0.19140625,12.249,24.4700020433183,0.3995,14681,0.429,14.6956956956957,0.310332951398456,0.17578125,stop
6.476,19.0415335516864,0.176,7670,0.218,7.67767767767768,0.288965123220039,0.16796875,12.215,26.3736421451418,0.404,14465,0.441,14.4794794794795,0.330154586028955,0.17578125,stop
4.963,16.966054343895,0.156,5926,0.191,5.93193193193193,0.286436869487969,0.16015625,8.704,20.486678598543,0.374,10399,0.434,10.4094094094094,0.312056140093326,0.16796875,stop
6.178,17.4095376159162,0.21,7638,0.255,7.64564564564565,0.246277869830233,0.2109375,11.118,22.3253667383091,0.4075,13110,0.451,13.1231231231231,0.310297805794321,0.1640625,stop
7.172,17.6910711942494,0.245,8636,0.291,8.64464464464465,0.316873035205038,0.1875,10.692,21.4078023159782,0.385,13114,0.427,13.1271271271271,0.251960460954248,0.203125,stop
12.623,33.4095944303429,0.262,15850,0.305,15.8658658658659,0.227850382130831,0.21875,13.792,28.2642176612055,0.3735,16827,0.4115,16.8438438438438,0.295803830034376,0.171875,stop
4.822,12.8984495192252,0.2195,6335,0.2705,6.34134134134134,0.14704652705626,0.16796875,11.529,22.4447543982998,0.3935,14157,0.4335,14.1711711711712,0.251294530884803,0.2265625,stop
6.066,16.0296600088711,0.183,7368,0.2255,7.37537537537538,0.264058971989207,0.21875,14.315,27.2681315824902,0.4005,17193,0.449,17.2102102102102,0.305468911246459,0.19921875,stop
8.042,20.9212332332489,0.222,9866,0.261,9.87587587587588,0.298253590375099,0.18359375,11.765,22.0066580834074,0.412,14548,0.444,14.5625625625626,0.302599367097937,0.1875,stop
6.742,15.8037337360511,0.26,8256,0.316,8.26426426426426,0.259979612856532,0.2265625,14.884,30.0066326001436,0.3855,17747,0.426,17.7647647647648,0.336937566371899,0.1875,stop
5.92,15.6298432493739,0.222,7214,0.267,7.22122122122122,0.292592459710254,0.17578125,12.879,27.1877362058705,0.376,15064,0.413,15.0790790790791,0.317373732133787,0.1953125,stop
4.621,11.8731209039578,0.208,5658,0.258,5.66366366366366,0.272630535868387,0.19140625,11.198,22.6918046880366,0.401,13556,0.449,13.5695695695696,0.312842561100175,0.171875,stop
1.072,4.34856298103178,0.1125,1340,0.1465,1.34134134134134,0.277458980475391,0.26171875,4.003,7.27330736322892,0.389,4981,0.437,4.98598598598599,0.239110425241611,0.21484375,stop
4.577,14.7841469148544,0.1295,5510,0.1635,5.51551551551552,0.261605724520831,0.18359375,6.312,20.1735966054643,0.273,7388,0.329,7.3953953953954,0.361935457493797,0.1484375,stop
7.104,18.4434270134376,0.201,9138,0.2425,9.14714714714715,0.181389944132553,0.2421875,10.189,22.9602918099923,0.3595,12301,0.4165,12.3133133133133,0.296043535940996,0.16015625,stop
6.699,16.7464324558994,0.231,7864,0.278,7.87187187187187,0.274348082403988,0.203125,9.2,18.1213134181825,0.3905,11034,0.4425,11.045045045045,0.293641274516049,0.203125,stop
7.889,19.6688332139962,0.204,9316,0.25,9.32532532532533,0.308092916540259,0.16796875,11.41,25.5067442061899,0.386,13664,0.425,13.6776776776777,0.297033714075059,0.16796875,stop
8.027,20.197301799993,0.224,9720,0.272,9.72972972972973,0.258475068870949,0.19140625,11.591,23.7338366051509,0.3935,13738,0.4325,13.7517517517518,0.305962652599757,0.1640625,stop
9.491,22.6351275675663,0.21,11200,0.2545,11.2112112112112,0.270411366914212,0.171875,11.935,28.4648028273515,0.38,14685,0.429,14.6996996996997,0.285953129058916,0.19140625,stop
7.09,17.8793735908169,0.2345,8651,0.2835,8.65965965965966,0.270280077110722,0.1953125,11.718,27.4822488162814,0.38,14584,0.4265,14.5985985985986,0.27834112530075,0.2109375,stop
6.085,16.316709227047,0.212,7428,0.26,7.43543543543544,0.270991876653449,0.203125,10.989,23.5342516345857,0.394,13320,0.4385,13.3333333333333,0.295267805594609,0.1953125,stop
7.07,18.7316843876892,0.217,9072,0.263,9.08108108108108,0.178236605964778,0.2421875,9.836,19.5683928824009,0.375,11762,0.4315,11.7737737737738,0.326608039787868,0.16015625,stop
4.567,13.6793640203045,0.218,5558,0.261,5.56356356356356,0.328267197475456,0.1640625,11.11,23.0220329250047,0.399,13349,0.441,13.3623623623624,0.344113249710858,0.15625,stop
6.213,16.445151261086,0.213,7724,0.259,7.73173173173173,0.243695443035152,0.171875,10.688,24.8951802564271,0.385,12808,0.429,12.8208208208208,0.369637421820078,0.1875,stop
7.359,21.8976026085049,0.199,9244,0.243,9.25325325325325,0.225192934017499,0.20703125,9.006,18.1592951405059,0.381,10922,0.42,10.9329329329329,0.275576517522063,0.19921875,stop
6.754,16.1603217789746,0.2315,8431,0.2775,8.43943943943944,0.211037472581035,0.21875,10.978,22.1916200400061,0.3975,12897,0.4365,12.9099099099099,0.329589392995282,0.16796875,stop
9.87,24.1365283336274,0.255,12126,0.3065,12.1381381381381,0.259076908147758,0.1796875,11.792,22.780913063352,0.387,13769,0.434,13.7827827827828,0.303667503524016,0.1640625,stop
8.376,21.4273190110196,0.232,10264,0.284,10.2742742742743,0.19430405133904,0.23046875,11.336,20.6115501600438,0.399,13811,0.434,13.8248248248248,0.257711622955116,0.203125,stop
7.03,19.0899449973016,0.223,8762,0.279,8.77077077077077,0.220864721882144,0.2109375,12.705,24.5587255369655,0.394,14838,0.441,14.8528528528529,0.321855051727796,0.1640625,stop
7.142,18.0793252086465,0.22,9312,0.256,9.32132132132132,0.171223747560946,0.26171875,15.173,30.3642059010276,0.389,17836,0.444,17.8538538538539,0.314816541083548,0.15625,stop
6.833,17.1096171786513,0.2145,8517,0.2615,8.52552552552553,0.254474385374818,0.1875,13.123,25.1360895924565,0.402,16312,0.442,16.3283283283283,0.264847239169121,0.1953125,stop
5.134,12.9807549857472,0.1805,6531,0.215,6.53753753753754,0.238526936805623,0.1640625,7.03,16.8160637486898,0.299,8390,0.364,8.3983983983984,0.228829044826538,0.23828125,stop
7.644,21.111134502911,0.194,9558,0.231,9.56756756756757,0.243335354221577,0.1875,10.685,22.5343959315532,0.35,12498,0.4035,12.5105105105105,0.352013264665972,0.171875,stop
7.222,16.0195505554931,0.2145,9167,0.2475,9.17617617617618,0.190950696954397,0.26953125,10.847,22.5774887886142,0.372,12802,0.4235,12.8148148148148,0.324870109148329,0.19921875,stop
7.36,18.4083133393584,0.188,9040,0.224,9.04904904904905,0.155242887782426,0.16015625,9.185,23.4503518097277,0.342,11054,0.394,11.0650650650651,0.278831961621604,0.19921875,stop
5.527,13.0778056263274,0.209,6790,0.243,6.7967967967968,0.267669784224832,0.16796875,9.329,21.1559684250095,0.3545,11419,0.4025,11.4304304304304,0.238702154842242,0.22265625,stop
8.12,20.5493065576433,0.201,9846,0.245,9.85585585585586,0.281596674140874,0.17578125,10.735,25.5730522229944,0.3525,12762,0.409,12.7747747747748,0.312682434464337,0.17578125,stop
4.61,13.4441065154959,0.183,5904,0.226,5.90990990990991,0.191509180788989,0.25,9.116,20.4227813972534,0.3925,11263,0.444,11.2742742742743,0.284227046504214,0.18359375,stop
7.164,18.4526962799478,0.215,8798,0.257,8.80680680680681,0.283625218372051,0.1953125,10.307,20.075582183339,0.379,12747,0.445,12.7597597597598,0.257336554393935,0.203125,stop
6.739,15.8104712137242,0.203,8470,0.232,8.47847847847848,0.230144104328481,0.203125,10.031,20.8007932541045,0.3785,11703,0.4225,11.7147147147147,0.367485355681235,0.171875,stop
4.796,12.9421791055448,0.172,5852,0.207,5.85785785785786,0.240994402239706,0.23046875,8.912,20.329240025146,0.341,10330,0.394,10.3403403403403,0.318535854289917,0.16796875,stop
7.04,16.5904791974192,0.2345,8517,0.2795,8.52552552552553,0.288347376899877,0.1875,8.658,16.9905267722928,0.3605,10287,0.413,10.2972972972973,0.311726312694806,0.1640625,stop
5.042,12.9885334045072,0.192,6298,0.239,6.3043043043043,0.234501604354951,0.17578125,7.647,17.183393145709,0.35,9354,0.4135,9.36336336336336,0.234701799904548,0.1796875,stop
5.347,14.107976467233,0.227,6756,0.2685,6.76276276276276,0.269871512471527,0.203125,8.674,17.00623415104,0.381,10512,0.432,10.5225225225225,0.332104490955476,0.15625,stop
8.609,21.2268462094584,0.215,10572,0.254,10.5825825825826,0.228365673443401,0.21875,12.407,25.5152307455763,0.3615,14537,0.4035,14.5515515515516,0.297999589479666,0.19140625,stop
7.803,19.1294798674716,0.263,9620,0.309,9.62962962962963,0.236638991295956,0.19921875,10.916,21.992726070226,0.391,13362,0.447,13.3753753753754,0.271876817385616,0.1796875,stop
7.127,17.2490289581762,0.249,8820,0.286,8.82882882882883,0.294002671529245,0.16796875,12.442,23.6806249917522,0.396,15200,0.4495,15.2152152152152,0.279409374640738,0.2421875,stop
6.47,15.0618060006096,0.232,7628,0.283,7.63563563563564,0.282705367020536,0.1640625,12.606,23.6848474768152,0.388,14937,0.449,14.951951951952,0.320436891396246,0.16796875,stop
6.82,15.2156498382422,0.2465,8669,0.2875,8.67767767767768,0.212393818267098,0.1875,10.505,20.3401327429297,0.3965,12732,0.439,12.7447447447447,0.304219276644622,0.1796875,stop
9.343,25.4197757661235,0.262,11244,0.31,11.2552552552553,0.262708348826686,0.1796875,13.647,26.9501205934222,0.382,16399,0.427,16.4154154154154,0.299853162638823,0.21875,stop
7.957,17.3985918970473,0.236,9572,0.271,9.58158158158158,0.232322062614417,0.21875,11.671,21.7613648469024,0.398,13899,0.433,13.9129129129129,0.32399249917643,0.15234375,stop
8.934,21.3565446643412,0.236,10946,0.27,10.956956956957,0.238888237041427,0.21484375,10.821,22.8088798497427,0.3765,13077,0.4355,13.0900900900901,0.298730486023742,0.16796875,stop
8.977,23.2365444935343,0.182,10214,0.2175,10.2242242242242,0.334240638026366,0.171875,11.603,26.229125033062,0.359,13968,0.4135,13.981981981982,0.29347963193953,0.171875,stop
5.224,12.7191980879299,0.201,6474,0.236,6.48048048048048,0.283400071124112,0.20703125,8.721,19.9268913782356,0.3755,10653,0.4295,10.6636636636637,0.234383326737445,0.16796875,stop
6.711,15.7757725642835,0.219,7962,0.261,7.96996996996997,0.309074611668599,0.15625,10.722,22.2543928247885,0.365,12614,0.4085,12.6266266266266,0.308520012863231,0.19140625,stop
6.353,16.9408087174137,0.223,7862,0.276,7.86986986986987,0.250227335509794,0.19921875,10.125,19.6138471493993,0.3875,12303,0.426,12.3153153153153,0.284175912084266,0.18359375,stop
7.668,16.2552145479535,0.268,9304,0.3215,9.31331331331331,0.220650312954315,0.14453125,10.583,20.1930928785067,0.3785,12775,0.4275,12.7877877877878,0.326765733035034,0.171875,stop
